,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
162,2023-02-07 10:09:31.681797,"(-11.100000381469727, 19.650001525878906, 38.236000061035156)","(23.25, 27.600000381469727, 41.86600112915039)","(16.05000114440918, 21.75, 49.36800003051758)","(-7.800000190734863, 31.200000762939453, 36.05799865722656)","(39.75, 63.60000228881836, 82.27999877929688)","(0.0, 0.0, 0.0)","(-2.25, 37.35000228881836, 38.720001220703125)","(7.800000190734863, 58.500003814697266, 43.07600021362305)"
163,2023-02-07 10:09:31.771843,"(-11.25, 18.75, 37.0260009765625)","(24.450000762939453, 27.450000762939453, 39.20399856567383)","(17.850000381469727, 24.0, 51.54600143432617)","(-6.450000286102295, 32.25, 34.36399841308594)","(40.05000305175781, 63.750003814697266, 82.52200317382812)","(0.0, 0.0, 0.0)","(-2.25, 36.900001525878906, 38.720001220703125)","(7.950000286102295, 58.20000076293945, 43.801998138427734)"
164,2023-02-07 10:09:31.773078,"(-10.800000190734863, 18.450000762939453, 36.54199981689453)","(21.900001525878906, 27.900001525878906, 39.6879997253418)","(18.75, 23.700000762939453, 47.189998626708984)","(-9.600000381469727, 31.80000114440918, 36.05799865722656)","(39.60000228881836, 63.900001525878906, 82.27999877929688)","(0.0, 0.0, 0.0)","(-1.5, 36.60000228881836, 39.20399856567383)","(8.25, 57.45000076293945, 43.560001373291016)"
165,2023-02-07 10:09:31.861866,"(-10.350000381469727, 19.650001525878906, 38.720001220703125)","(21.150001525878906, 29.700000762939453, 42.10799789428711)","(16.05000114440918, 21.30000114440918, 51.78799819946289)","(-6.750000476837158, 34.05000305175781, 35.57400131225586)","(39.75, 63.60000228881836, 82.03800201416016)","(0.0, 0.0, 0.0)","(-2.1000001430511475, 37.20000076293945, 38.961997985839844)","(8.550000190734863, 57.60000228881836, 43.31800079345703)"
166,2023-02-07 10:09:31.906797,"(-10.800000190734863, 18.30000114440918, 37.268001556396484)","(21.150001525878906, 26.850000381469727, 41.86600112915039)","(17.700000762939453, 22.650001525878906, 47.189998626708984)","(-6.150000095367432, 31.80000114440918, 38.236000061035156)","(40.20000076293945, 63.60000228881836, 82.76399993896484)","(0.0, 0.0, 0.0)","(-1.8000000715255737, 37.650001525878906, 38.720001220703125)","(8.25, 57.45000076293945, 44.04399871826172)"
167,2023-02-07 10:09:31.996907,"(-11.700000762939453, 19.5, 38.47800064086914)","(22.80000114440918, 28.950000762939453, 40.41400146484375)","(19.350000381469727, 22.650001525878906, 51.78799819946289)","(-8.25, 32.400001525878906, 36.784000396728516)","(40.35000228881836, 64.05000305175781, 82.03800201416016)","(0.0, 0.0, 0.0)","(-2.25, 36.30000305175781, 40.172000885009766)","(8.40000057220459, 59.10000228881836, 42.83399963378906)"
168,2023-02-07 10:09:32.041916,"(-9.600000381469727, 18.600000381469727, 37.75199890136719)","(23.100000381469727, 27.750001907348633, 41.13999938964844)","(15.750000953674316, 20.850000381469727, 51.54600143432617)","(-6.600000381469727, 33.150001525878906, 38.47800064086914)","(39.75, 64.20000457763672, 82.52200317382812)","(0.0, 0.0, 0.0)","(-1.350000023841858, 36.45000076293945, 39.20399856567383)","(8.40000057220459, 58.05000305175781, 43.560001373291016)"
169,2023-02-07 10:09:32.131882,"(-9.75, 18.75, 37.5099983215332)","(22.80000114440918, 28.200000762939453, 40.172000885009766)","(17.55000114440918, 19.650001525878906, 51.30400085449219)","(-7.050000190734863, 31.80000114440918, 36.784000396728516)","(39.900001525878906, 63.900001525878906, 81.31199645996094)","(0.0, 0.0, 0.0)","(-2.1000001430511475, 37.20000076293945, 38.961997985839844)","(7.800000190734863, 57.900001525878906, 43.560001373291016)"
170,2023-02-07 10:09:32.176717,"(-10.5, 19.05000114440918, 36.54199981689453)","(24.900001525878906, 26.850000381469727, 40.65599822998047)","(17.25, 23.55000114440918, 47.189998626708984)","(-6.750000476837158, 34.95000076293945, 36.05799865722656)","(39.75, 63.900001525878906, 82.52200317382812)","(0.0, 0.0, 0.0)","(-2.25, 37.5, 39.20399856567383)","(8.25, 58.80000305175781, 44.52799987792969)"
171,2023-02-07 10:09:32.222002,"(-10.200000762939453, 19.200000762939453, 37.75199890136719)","(24.900001525878906, 27.30000114440918, 39.20399856567383)","(16.5, 23.850000381469727, 50.81999969482422)","(-8.25, 33.60000228881836, 43.07600021362305)","(39.60000228881836, 63.60000228881836, 82.52200317382812)","(0.0, 0.0, 0.0)","(-2.4000000953674316, 37.80000305175781, 39.20399856567383)","(7.950000286102295, 57.750003814697266, 44.77000045776367)"
172,2023-02-07 10:09:32.311916,"(-11.850000381469727, 18.900001525878906, 38.720001220703125)","(22.350000381469727, 28.650001525878906, 39.20399856567383)","(18.600000381469727, 21.0, 52.029998779296875)","(-7.650000095367432, 33.0, 38.720001220703125)","(39.900001525878906, 64.05000305175781, 81.7959976196289)","(0.0, 0.0, 0.0)","(-1.5, 36.150001525878906, 38.961997985839844)","(7.950000286102295, 58.650001525878906, 43.31800079345703)"
173,2023-02-07 10:09:32.356773,"(-11.25, 18.900001525878906, 36.54199981689453)","(22.80000114440918, 27.450000762939453, 40.41400146484375)","(17.25, 21.30000114440918, 47.91600036621094)","(-7.500000476837158, 34.95000076293945, 37.0260009765625)","(39.150001525878906, 63.750003814697266, 81.55400085449219)","(0.0, 0.0, 0.0)","(-2.1000001430511475, 37.05000305175781, 38.720001220703125)","(7.950000286102295, 58.20000076293945, 43.801998138427734)"
174,2023-02-07 10:09:32.446854,"(-11.25, 18.75, 37.75199890136719)","(22.200000762939453, 27.600000381469727, 41.86600112915039)","(17.100000381469727, 22.350000381469727, 45.97999954223633)","(-7.800000190734863, 33.150001525878906, 36.05799865722656)","(39.900001525878906, 64.20000457763672, 83.00599670410156)","(0.0, 0.0, 0.0)","(-2.1000001430511475, 36.75, 38.236000061035156)","(9.0, 58.500003814697266, 43.560001373291016)"
175,2023-02-07 10:09:32.491854,"(-10.950000762939453, 19.350000381469727, 37.75199890136719)","(21.900001525878906, 29.100000381469727, 40.65599822998047)","(16.650001525878906, 22.650001525878906, 45.49599838256836)","(-8.700000762939453, 33.900001525878906, 35.81599807739258)","(39.45000076293945, 63.750003814697266, 82.27999877929688)","(0.0, 0.0, 0.0)","(-1.5, 37.20000076293945, 39.20399856567383)","(8.700000762939453, 57.900001525878906, 43.801998138427734)"
176,2023-02-07 10:09:32.536682,"(-10.950000762939453, 18.450000762939453, 37.5099983215332)","(22.350000381469727, 27.000001907348633, 39.20399856567383)","(16.650001525878906, 23.100000381469727, 47.189998626708984)","(-8.700000762939453, 31.500001907348633, 36.29999923706055)","(39.60000228881836, 63.60000228881836, 82.27999877929688)","(0.0, 0.0, 0.0)","(-2.4000000953674316, 37.80000305175781, 38.236000061035156)","(8.100000381469727, 58.650001525878906, 42.59199905395508)"
177,2023-02-07 10:09:32.626933,"(-12.15000057220459, 19.650001525878906, 37.0260009765625)","(23.25, 27.750001907348633, 41.86600112915039)","(16.5, 22.650001525878906, 51.30400085449219)","(-7.500000476837158, 31.650001525878906, 38.720001220703125)","(40.05000305175781, 63.900001525878906, 83.24800109863281)","(0.0, 0.0, 0.0)","(-2.1000001430511475, 36.900001525878906, 38.236000061035156)","(8.40000057220459, 57.750003814697266, 42.59199905395508)"
178,2023-02-07 10:09:32.671895,"(-12.600000381469727, 18.75, 38.236000061035156)","(20.55000114440918, 27.150001525878906, 41.624000549316406)","(16.950000762939453, 23.25, 49.125999450683594)","(-5.100000381469727, 32.25, 37.5099983215332)","(40.05000305175781, 63.750003814697266, 82.03800201416016)","(0.0, 0.0, 0.0)","(-2.4000000953674316, 37.35000228881836, 37.268001556396484)","(8.100000381469727, 58.95000076293945, 44.04399871826172)"
179,2023-02-07 10:09:32.761981,"(-11.550000190734863, 19.05000114440918, 37.268001556396484)","(22.200000762939453, 28.350000381469727, 37.268001556396484)","(16.650001525878906, 22.05000114440918, 49.61000061035156)","(-7.050000190734863, 34.20000076293945, 37.0260009765625)","(39.900001525878906, 64.20000457763672, 82.52200317382812)","(0.0, 0.0, 0.0)","(-2.4000000953674316, 37.35000228881836, 38.961997985839844)","(7.950000286102295, 59.10000228881836, 42.83399963378906)"
180,2023-02-07 10:09:32.806934,"(-11.100000381469727, 19.5, 37.268001556396484)","(23.400001525878906, 26.250001907348633, 40.65599822998047)","(16.80000114440918, 22.650001525878906, 50.81999969482422)","(-6.300000190734863, 33.60000228881836, 35.81599807739258)","(39.0, 64.20000457763672, 82.03800201416016)","(0.0, 0.0, 0.0)","(-2.25, 37.20000076293945, 37.5099983215332)","(8.550000190734863, 57.900001525878906, 43.31800079345703)"
181,2023-02-07 10:09:32.897046,"(-11.40000057220459, 19.5, 35.57400131225586)","(22.5, 28.350000381469727, 36.784000396728516)","(17.55000114440918, 23.55000114440918, 49.61000061035156)","(-8.100000381469727, 31.950000762939453, 37.0260009765625)","(40.05000305175781, 64.20000457763672, 81.7959976196289)","(0.0, 0.0, 0.0)","(-1.8000000715255737, 37.80000305175781, 38.47800064086914)","(7.950000286102295, 58.05000305175781, 42.83399963378906)"
182,2023-02-07 10:09:32.941920,"(-9.90000057220459, 20.100000381469727, 36.784000396728516)","(20.700000762939453, 27.450000762939453, 42.349998474121094)","(16.650001525878906, 21.75, 52.27199935913086)","(-6.150000095367432, 35.400001525878906, 37.5099983215332)","(39.75, 64.20000457763672, 82.27999877929688)","(0.0, 0.0, 0.0)","(-2.1000001430511475, 37.05000305175781, 38.236000061035156)","(8.25, 58.35000228881836, 41.86600112915039)"
183,2023-02-07 10:09:32.986704,"(-10.65000057220459, 20.100000381469727, 36.54199981689453)","(21.75, 28.500001907348633, 39.20399856567383)","(18.600000381469727, 23.25, 50.577999114990234)","(-5.700000286102295, 33.75, 37.99399948120117)","(39.900001525878906, 63.750003814697266, 81.7959976196289)","(0.0, 0.0, 0.0)","(-2.1000001430511475, 37.05000305175781, 38.47800064086914)","(7.350000381469727, 57.900001525878906, 42.349998474121094)"
184,2023-02-07 10:09:33.077009,"(-11.40000057220459, 20.25, 37.0260009765625)","(23.850000381469727, 30.600000381469727, 43.801998138427734)","(16.950000762939453, 20.850000381469727, 46.4640007019043)","(-6.900000095367432, 32.70000076293945, 37.268001556396484)","(39.75, 64.20000457763672, 82.03800201416016)","(0.0, 0.0, 0.0)","(-2.4000000953674316, 37.20000076293945, 38.236000061035156)","(7.200000286102295, 58.35000228881836, 43.31800079345703)"
185,2023-02-07 10:09:33.121910,"(-10.800000190734863, 19.950000762939453, 37.0260009765625)","(19.80000114440918, 30.150001525878906, 38.236000061035156)","(17.100000381469727, 20.700000762939453, 46.947998046875)","(-9.90000057220459, 32.70000076293945, 36.54199981689453)","(40.05000305175781, 63.45000076293945, 81.55400085449219)","(0.0, 0.0, 0.0)","(-2.1000001430511475, 37.650001525878906, 39.20399856567383)","(7.950000286102295, 57.900001525878906, 42.10799789428711)"
186,2023-02-07 10:09:33.211889,"(-10.800000190734863, 19.350000381469727, 35.09000015258789)","(22.350000381469727, 28.650001525878906, 41.13999938964844)","(18.0, 23.25, 49.85200119018555)","(-5.25, 32.10000228881836, 35.81599807739258)","(39.45000076293945, 64.20000457763672, 81.7959976196289)","(0.0, 0.0, 0.0)","(-2.5500001907348633, 36.900001525878906, 37.5099983215332)","(8.100000381469727, 58.95000076293945, 43.31800079345703)"
187,2023-02-07 10:09:33.256956,"(-10.5, 19.05000114440918, 36.54199981689453)","(22.650001525878906, 30.450000762939453, 36.784000396728516)","(18.75, 23.700000762939453, 50.093997955322266)","(-6.600000381469727, 33.30000305175781, 37.75199890136719)","(39.45000076293945, 63.900001525878906, 81.7959976196289)","(0.0, 0.0, 0.0)","(-1.8000000715255737, 37.5, 37.75199890136719)","(7.950000286102295, 57.60000228881836, 42.59199905395508)"
188,2023-02-07 10:09:33.346942,"(-11.550000190734863, 19.350000381469727, 37.75199890136719)","(23.25, 25.80000114440918, 38.720001220703125)","(19.05000114440918, 22.5, 51.0620002746582)","(-6.450000286102295, 34.20000076293945, 37.0260009765625)","(39.900001525878906, 64.05000305175781, 81.31199645996094)","(0.0, 0.0, 0.0)","(-1.350000023841858, 37.650001525878906, 37.75199890136719)","(7.500000476837158, 57.900001525878906, 42.83399963378906)"
189,2023-02-07 10:09:33.391999,"(-10.5, 18.450000762939453, 37.268001556396484)","(23.400001525878906, 27.150001525878906, 42.59199905395508)","(15.750000953674316, 21.0, 45.737998962402344)","(-7.650000095367432, 32.10000228881836, 34.36399841308594)","(39.75, 63.60000228881836, 81.06999969482422)","(0.0, 0.0, 0.0)","(-2.25, 37.5, 37.99399948120117)","(7.350000381469727, 58.35000228881836, 43.31800079345703)"
190,2023-02-07 10:09:33.436877,"(-10.65000057220459, 19.80000114440918, 37.268001556396484)","(22.950000762939453, 27.900001525878906, 38.961997985839844)","(18.0, 22.80000114440918, 49.36800003051758)","(-8.700000762939453, 35.10000228881836, 35.81599807739258)","(39.75, 63.900001525878906, 81.55400085449219)","(0.0, 0.0, 0.0)","(-2.700000047683716, 38.70000076293945, 38.236000061035156)","(7.950000286102295, 57.750003814697266, 43.560001373291016)"
191,2023-02-07 10:09:33.527145,"(-10.200000762939453, 18.75, 37.0260009765625)","(23.100000381469727, 27.150001525878906, 41.624000549316406)","(18.0, 22.5, 48.15800094604492)","(-7.650000095367432, 33.30000305175781, 37.268001556396484)","(40.05000305175781, 63.000003814697266, 82.27999877929688)","(0.0, 0.0, 0.0)","(-1.6500000953674316, 37.650001525878906, 37.5099983215332)","(7.650000095367432, 58.95000076293945, 43.560001373291016)"
192,2023-02-07 10:09:33.571867,"(-10.350000381469727, 19.650001525878906, 36.784000396728516)","(21.450000762939453, 28.500001907348633, 38.47800064086914)","(16.950000762939453, 20.700000762939453, 50.33599853515625)","(-9.450000762939453, 32.55000305175781, 38.47800064086914)","(39.75, 64.35000610351562, 82.03800201416016)","(0.0, 0.0, 0.0)","(-2.700000047683716, 37.20000076293945, 37.268001556396484)","(8.550000190734863, 58.20000076293945, 43.560001373291016)"
193,2023-02-07 10:09:33.661899,"(-11.40000057220459, 19.950000762939453, 36.784000396728516)","(20.100000381469727, 28.350000381469727, 39.44599914550781)","(16.200000762939453, 24.30000114440918, 50.33599853515625)","(-7.800000190734863, 31.200000762939453, 35.57400131225586)","(39.75, 64.05000305175781, 80.8280029296875)","(0.0, 0.0, 0.0)","(-1.6500000953674316, 36.60000228881836, 37.75199890136719)","(7.950000286102295, 58.20000076293945, 43.07600021362305)"
194,2023-02-07 10:09:33.706866,"(-11.25, 20.55000114440918, 37.5099983215332)","(23.25, 28.950000762939453, 39.20399856567383)","(16.5, 22.05000114440918, 48.88399887084961)","(-5.850000381469727, 31.950000762939453, 36.05799865722656)","(39.60000228881836, 64.05000305175781, 82.27999877929688)","(0.0, 0.0, 0.0)","(-3.1500000953674316, 37.20000076293945, 38.720001220703125)","(7.800000190734863, 58.650001525878906, 43.07600021362305)"
195,2023-02-07 10:09:33.751888,"(-11.40000057220459, 19.05000114440918, 37.5099983215332)","(22.200000762939453, 27.30000114440918, 37.5099983215332)","(16.5, 24.450000762939453, 49.36800003051758)","(-7.500000476837158, 34.35000228881836, 39.93000030517578)","(40.05000305175781, 64.20000457763672, 82.03800201416016)","(0.0, 0.0, 0.0)","(-1.9500000476837158, 37.05000305175781, 37.75199890136719)","(8.40000057220459, 58.35000228881836, 44.2859992980957)"
196,2023-02-07 10:09:33.841853,"(-10.950000762939453, 19.05000114440918, 37.0260009765625)","(22.650001525878906, 27.600000381469727, 38.47800064086914)","(18.30000114440918, 24.600000381469727, 45.25400161743164)","(-8.100000381469727, 33.150001525878906, 34.12200164794922)","(39.60000228881836, 63.60000228881836, 82.27999877929688)","(0.0, 0.0, 0.0)","(-2.5500001907348633, 38.400001525878906, 38.236000061035156)","(8.25, 58.20000076293945, 43.801998138427734)"
197,2023-02-07 10:09:33.886813,"(-10.950000762939453, 20.400001525878906, 36.29999923706055)","(21.600000381469727, 27.30000114440918, 37.0260009765625)","(17.25, 21.450000762939453, 48.15800094604492)","(-9.300000190734863, 32.10000228881836, 35.57400131225586)","(39.75, 64.20000457763672, 81.7959976196289)","(0.0, 0.0, 0.0)","(-1.350000023841858, 37.80000305175781, 37.268001556396484)","(8.550000190734863, 58.650001525878906, 43.801998138427734)"
198,2023-02-07 10:09:34.022158,"(-10.800000190734863, 20.100000381469727, 37.75199890136719)","(22.650001525878906, 29.250001907348633, 40.41400146484375)","(17.400001525878906, 20.400001525878906, 49.36800003051758)","(-7.350000381469727, 31.950000762939453, 39.93000030517578)","(39.30000305175781, 63.750003814697266, 82.27999877929688)","(0.0, 0.0, 0.0)","(-2.25, 37.5, 39.20399856567383)","(8.850000381469727, 58.35000228881836, 41.86600112915039)"
199,2023-02-07 10:09:34.023294,"(-10.800000190734863, 19.80000114440918, 37.5099983215332)","(24.750001907348633, 27.450000762939453, 42.59199905395508)","(19.200000762939453, 22.950000762939453, 48.641998291015625)","(-8.100000381469727, 31.80000114440918, 37.99399948120117)","(40.5, 64.20000457763672, 81.31199645996094)","(0.0, 0.0, 0.0)","(-2.4000000953674316, 37.95000076293945, 37.75199890136719)","(8.25, 58.80000305175781, 44.04399871826172)"
200,2023-02-07 10:09:34.111820,"(-10.050000190734863, 19.650001525878906, 36.29999923706055)","(22.350000381469727, 27.750001907348633, 39.44599914550781)","(18.600000381469727, 21.900001525878906, 50.093997955322266)","(-10.050000190734863, 33.900001525878906, 38.961997985839844)","(40.05000305175781, 63.900001525878906, 81.7959976196289)","(0.0, 0.0, 0.0)","(-1.6500000953674316, 37.05000305175781, 37.0260009765625)","(8.25, 59.55000305175781, 42.349998474121094)"
